date,open,high,low,close,volume,oi,iv,SMA_5,SMA_10,SMA_20,SMA_50,EMA_12,EMA_26,MACD,MACD_signal,MACD_diff,RSI,BB_middle,BB_std,BB_upper,BB_lower,BB_width,ROC,volume_sma,volume_ratio,price_change,price_change_pct,high_low_diff,daily_return,close_lag_1,volume_lag_1,close_lag_2,volume_lag_2,close_lag_3,volume_lag_3,close_lag_5,volume_lag_5,close_lag_7,volume_lag_7,next_day_return,next_day_return_pct,signal,target
2024-10-23,24458.45,24597.9,24401.05,24436.0,164085800,745675,13.482921322000136,24814.78,24913.135000000002,25381.535,25058.016,25020.450884258284,25158.4391624214,-137.98827816311677,-7.8361591029002575,-130.1521190602165,22.374964976183847,25381.535,536.0460847971017,26453.627169594205,24309.442830405795,2144.1843391884104,-5.3328710259156855,1001427792.5,0.1638518535523868,-22.450000000000728,-0.09178831855657545,196.85000000000218,-1.7160278570466203,24862.65,84438900.0,24750.2,57869200.0,24959.9,44953450.0,25142.3,28869800.0,25039.5,36757000.0,-21.400000000001455,-0.08757570797185077,HOLD,1.0
2024-10-24,24462.95,24462.95,24345.1,24414.6,246730875,1648650,12.276723413526176,24684.670000000002,24849.685,25335.0925,25065.647,24927.243055910854,25103.339965205,-176.096909294145,-41.48830914114921,-134.6086001529958,17.2873274316657,25335.0925,578.106592173502,26491.305684347004,24178.879315652994,2312.4263686940103,-2.5330251386277354,1006750763.75,0.24507642197455448,-48.35000000000218,-0.197645827670016,117.85000000000218,-0.08757570797185421,24436.0,164085800.0,24862.65,84438900.0,24750.2,57869200.0,25065.15,32889975.0,25007.55,33200900.0,-202.79999999999927,-0.8306505123983161,SELL,0.0
2024-10-25,24384.7,24433.35,24073.95,24211.8,1129085700,1773225,13.124357838867756,24535.05,24788.965,25273.432500000003,25063.577999999998,24817.17489346303,25037.29996778241,-220.12507431937775,-77.21566217679492,-142.90941214258282,16.135375698613146,25273.432500000003,629.2687768302251,26531.970053660454,24014.89494633955,2517.075107320903,-2.4465127523268495,1044818743.75,1.0806522248515127,-172.90000000000146,-0.7090511673303401,359.3999999999978,-0.8306505123983121,24414.6,246730875.0,24436.0,164085800.0,24862.65,84438900.0,24959.9,44953450.0,25142.3,28869800.0,155.90000000000146,0.643900907821812,BUY,2.0
2024-10-28,24250.95,24488.7,24146.8,24367.7,1568743825,977850,13.720221781842644,24458.55,24721.785,25200.8,25068.958000000002,24748.024909853335,24987.699970168895,-239.67506031555968,-109.70754180454787,-129.9675185110118,23.076638419124507,25200.8,646.4204141594633,26493.640828318927,23907.959171681072,2585.6816566378548,-2.682960921743642,1023990691.25,1.5319903182762453,116.75,0.4814244390425942,341.90000000000146,0.6439009078218039,24211.8,1129085700.0,24414.6,246730875.0,24436.0,164085800.0,24750.2,57869200.0,25065.15,32889975.0,-129.20000000000073,-0.5302100731706346,SELL,0.0
2024-10-31,24302.1,24331.95,24179.5,24238.5,20553803500,3190450,28.381651314856885,24333.72,24644.879999999997,25116.2175,25066.44,24669.63646218359,24932.20367608231,-262.5672138987211,-140.27947622338252,-122.28773767533858,22.103677447939788,25116.2175,656.5585541841302,26429.33460836826,23803.10039163174,2626.2342167365205,-3.0752712680770378,1994850646.25,10.303429752316477,-63.599999999998545,-0.26170577851296206,152.45000000000073,-0.5302100731706338,24367.7,1568743825.0,24211.8,1129085700.0,24414.6,246730875.0,24862.65,84438900.0,24959.9,44953450.0,62.04999999999927,0.2559976896260052,HOLD,1.0
2024-11-01,24320.9,24359.3,24289.1,24300.55,5151125,438575,15.141937045428731,24306.63,24560.704999999998,25033.65,25065.475,24612.85392953996,24885.41451489103,-272.56058535106786,-166.7356980489196,-105.82488730214826,32.34426964171996,25033.65,649.7333037890387,26333.11660757808,23734.183392421925,2598.933215156154,-3.3479435055663163,1934428117.5,0.00266286710444282,-20.350000000002183,-0.08367289039469009,70.20000000000073,0.25599768962600855,24238.5,20553803500.0,24367.7,1568743825.0,24211.8,1129085700.0,24436.0,164085800.0,24750.2,57869200.0,-309.59999999999854,-1.274045237659224,SELL,0.0
2024-11-04,24199.45,24199.45,23822.9,23990.95,38939425,84325,16.49774962029246,24221.9,24453.285,24932.5225,25062.47,24517.17640191843,24819.157884158358,-301.9814822399276,-193.7848548871212,-108.19662735280636,31.175119921795115,24932.5225,646.5900758421988,26225.702651684398,23639.3423483156,2586.3603033687978,-4.285631643935906,1837664907.5,0.021189622134632834,-208.5,-0.8615898295209189,376.5499999999993,-1.274045237659227,24300.55,5151125.0,24238.5,20553803500.0,24367.7,1568743825.0,24414.6,246730875.0,24862.65,84438900.0,207.20000000000073,0.8636590047497107,BUY,2.0
2024-11-05,23922.95,24224.2,23846.65,24198.15,32688125,142250,15.936967277637768,24219.170000000002,24377.11,24833.197500000002,25063.542999999998,24468.095417007902,24773.157300146628,-305.06188313872553,-216.0402605374421,-89.02162260128344,30.756387090871726,24833.197500000002,594.6102826918523,26022.418065383707,23643.976934616298,2378.441130767409,-3.0518952399649035,1213478898.75,0.02693753062675578,275.2000000000007,1.1503598009442846,377.5499999999993,0.8636590047497172,23990.95,38939425.0,24300.55,5151125.0,24238.5,20553803500.0,24211.8,1129085700.0,24436.0,164085800.0,295.75,1.2222008707277208,BUY,2.0
2024-11-06,24289.45,24534.85,24206.35,24493.9,44805950,3592450,13.621976154615206,24244.41,24351.48,24749.1425,25062.637,24472.06535285284,24752.471574209838,-280.4062213569996,-228.9134527013536,-51.49276865564599,39.5167051043942,24749.1425,507.36939524399173,25763.881290487985,23734.40370951202,2029.4775809759667,-1.0355471874974718,1214191268.75,0.03690188782705328,204.45000000000073,0.8417234643024059,328.5,1.2222008707277299,24198.15,32688125.0,23990.95,38939425.0,24300.55,5151125.0,24367.7,1568743825.0,24414.6,246730875.0,-299.3000000000029,-1.2219368904094607,SELL,0.0
2024-11-07,24443.05,24454.55,24181.3,24194.6,41116050,110450,13.53761513400321,24235.629999999997,24284.675,24667.732500000002,25054.949,24429.37837549086,24711.147753898,-281.769378407138,-239.4846378425105,-42.2847405646275,31.87538249694005,24667.732500000002,453.8302230880505,25575.392946176104,23760.0720538239,1815.3208923522034,-2.6869621701628863,1214354862.5,0.03385834838702266,-248.45000000000073,-1.0164443471661708,273.25,-1.2219368904094585,24493.9,44805950.0,24198.15,32688125.0,23990.95,38939425.0,24238.5,20553803500.0,24211.8,1129085700.0,-84.25,-0.34821819744901755,HOLD,1.0
2024-11-08,24125.9,24263.35,24074.05,24110.35,36788725,1367200,13.067265102345596,24197.59,24252.11,24582.622499999998,25043.699000000004,24380.297086953804,24666.644216572222,-286.34712961841797,-248.857136197692,-37.489993420725966,31.789052069425892,24582.622499999998,381.7183763053643,25346.059252610725,23819.18574738927,1526.8735052214543,-1.3326649206089436,1214887807.5,0.030281582194576433,-15.55000000000291,-0.0644535540643164,189.29999999999927,-0.34821819744901283,24194.6,41116050.0,24493.9,44805950.0,24198.15,32688125.0,24300.55,5151125.0,24367.7,1568743825.0,11.75,0.048734257279550074,HOLD,1.0
2024-11-11,24014.6,24331.75,24014.6,24122.1,49390625,1498125,12.718250449530784,24223.82,24222.86,24536.2725,25030.502999999997,24340.574458191677,24626.30760793724,-285.7331497455634,-256.2323389072663,-29.500810838297127,33.42958860759492,24536.2725,378.360919477887,25292.994338955774,23779.550661044224,1513.4436779115495,-1.1980536236514219,1214132930.0,0.040679750774900734,107.5,0.44764434968727357,317.15000000000146,0.048734257279559046,24110.35,36788725.0,24194.6,41116050.0,24493.9,44805950.0,23990.95,38939425.0,24238.5,20553803500.0,-279.1499999999978,-1.1572375539442994,SELL,0.0
2024-11-12,24235.0,24235.0,23842.95,23842.95,51661900,1054825,12.692802954718443,24152.780000000002,24185.975,24487.47,25011.144,24264.016849239113,24568.28111846041,-304.2642692212976,-265.8387249700726,-38.425544251225006,32.53575622244897,24487.47,402.17240948051557,25291.814818961033,23683.12518103897,1608.6896379220634,-1.5234307238619125,1214098542.5,0.04255165309203063,-392.0499999999993,-1.6177016711367824,392.0499999999993,-1.1572375539443014,24122.1,49390625.0,24110.35,36788725.0,24194.6,41116050.0,24198.15,32688125.0,24300.55,5151125.0,-240.04999999999927,-1.006796558311783,SELL,0.0
2024-11-13,23838.85,23864.9,23513.45,23602.9,73554925,47000,13.456560333259324,23974.579999999998,24109.495000000003,24415.64,24986.565,24162.30656474079,24496.77140598186,-334.46484124107155,-279.5639482242724,-54.90089301679916,26.88574521568414,24415.64,425.9754303515099,25267.590860703018,23563.68913929698,1703.9017214060368,-3.138580990409432,1215938438.75,0.06049231001827312,-235.9499999999971,-0.9897708991834635,351.4500000000007,-1.0067965583117844,23842.95,51661900.0,24122.1,49390625.0,24110.35,36788725.0,24493.9,44805950.0,23990.95,38939425.0,-43.30000000000291,-0.18345203343658156,HOLD,1.0
2024-11-14,23599.75,23661.2,23487.35,23559.6,69461150,811650,12.810229696748154,23847.579999999998,24041.605,24343.2425,24957.528,24069.58247785759,24427.351301835057,-357.7688239774652,-295.204923374911,-62.56390060255421,31.287099116026823,24343.2425,442.7940801781195,25228.830660356238,23457.654339643763,1771.176320712475,-2.800915898261037,1217751451.25,0.05704049864091673,-40.150000000001455,-0.17012892085721865,173.85000000000218,-0.1834520334365819,23602.9,73554925.0,23842.95,51661900.0,24122.1,49390625.0,24194.6,41116050.0,24198.15,32688125.0,-94.29999999999927,-0.4002614645409909,HOLD,1.0
2024-11-18,23587.75,23587.75,23353.35,23465.3,110957500,1469375,14.245647025354684,23718.57,23958.08,24259.3925,24926.892999999996,23976.615942802575,24356.08824243987,-379.4722996372948,-312.05839862738776,-67.41390100990702,30.342499792926404,24259.3925,442.2989609549643,25143.99042190993,23374.794578090074,1769.1958438198562,-3.4371650024382165,1221855836.25,0.09081063142484949,-122.45000000000073,-0.5191253934775497,234.40000000000146,-0.4002614645409963,23559.6,69461150.0,23602.9,73554925.0,23842.95,51661900.0,24110.35,36788725.0,24493.9,44805950.0,3.400000000001455,0.014489480211211684,HOLD,1.0
2024-11-19,23551.1,23777.6,23468.7,23468.7,183112825,249500,12.827855405831905,23587.89,23905.855,24179.57,24895.37,23898.475028525256,24290.355780036916,-391.8807515116605,-328.02286920424234,-63.85788230741815,33.22724810400874,24179.57,433.1923054791212,25045.95461095824,23313.18538904176,1732.769221916482,-2.176862525243894,1229366978.75,0.14894887219614936,-82.39999999999782,-0.3498775004139842,308.8999999999978,0.014489480211210548,23465.3,110957500.0,23559.6,69461150.0,23602.9,73554925.0,24122.1,49390625.0,24194.6,41116050.0,-121.95000000000073,-0.5196282708458531,SELL,0.0
2024-11-21,23446.75,23446.75,23265.9,23346.75,284481725,191375,14.65731111459181,23488.65,23820.715,24098.9125,24859.17,23813.594254905984,24220.459055589738,-406.86480068375386,-343.79125550014464,-63.07354518360921,26.597134670487137,24098.9125,430.42313907516393,24959.758778150328,23238.06622184967,1721.692556300659,-3.5184507906596227,1241343392.5,0.22917246486249776,-100.0,-0.42649834198769554,180.84999999999854,-0.5196282708458511,23468.7,183112825.0,23465.3,110957500.0,23559.6,69461150.0,23842.95,51661900.0,24110.35,36788725.0,526.75,2.2562026834570124,BUY,2.0
2024-11-22,23399.65,23948.95,23399.65,23873.5,1564833050,37100,16.342821992796964,23542.77,23758.675,24055.077500000003,24831.7,23822.810523381988,24194.758384805315,-371.9478614233267,-349.42257668478106,-22.525284738545622,42.92306499146891,24055.077500000003,404.46343516832366,24864.00437033665,23246.150629663356,1617.853740673294,-2.532875532275389,1316691585.0,1.188458305518828,473.84999999999854,2.0250302889145715,549.2999999999993,2.2562026834570093,23346.75,284481725.0,23468.7,183112825.0,23465.3,110957500.0,23602.9,73554925.0,24122.1,49390625.0,377.2999999999993,1.5804134291159626,BUY,2.0
2024-11-25,24288.7,24350.1,24140.2,24250.8,3425342600,4353325,17.299882805099948,23681.01,23764.295000000002,24024.485,24811.237999999998,23888.6550582463,24198.909615560475,-310.25455731417605,-341.58897281066004,31.334415496483984,49.14047787702355,24024.485,360.96644183577797,24746.41788367156,23302.552116328443,1443.8657673431153,0.23228323675531207,1483736770.0,2.308591840047207,-37.900000000001455,-0.1560396398325207,209.89999999999782,1.5804134291159677,23873.5,1564833050.0,23346.75,284481725.0,23468.7,183112825.0,23559.6,69461150.0,23842.95,51661900.0,-57.849999999998545,-0.23854883137875266,HOLD,1.0
2024-11-26,24286.8,24334.15,24134.9,24192.95,1855224075,4750375,16.68554937677527,23826.54,23772.555,24012.3325,24789.72,23935.469664669945,24198.468162555993,-262.9984978860484,-325.8708778257377,62.87237993968927,53.82242743064754,24012.3325,350.3172146238968,24712.966929247796,23311.698070752205,1401.2688584955904,0.3425914596843355,1568293683.75,1.1829570534033593,-93.84999999999854,-0.38642390104912355,199.25,-0.23854883137874872,24250.8,3425342600.0,23873.5,1564833050.0,23346.75,284481725.0,23465.3,110957500.0,23602.9,73554925.0,84.39999999999782,0.3488619618525141,HOLD,1.0
2024-11-27,24164.05,24352.05,24151.7,24277.35,2645266675,5353450,16.310515796833773,23988.269999999997,23788.079999999998,24005.47,24771.14,23988.066639336106,24204.31126162592,-216.2446222898143,-303.945626718553,87.70100442873871,51.571740424687384,24005.47,343.29626011730693,24692.062520234616,23318.877479765386,1373.1850404692304,0.6436006815327024,1688220473.75,1.5668964546580448,113.29999999999927,0.46887835441492326,200.34999999999854,0.34886196185250906,24192.95,1855224075.0,24250.8,3425342600.0,23873.5,1564833050.0,23468.7,183112825.0,23559.6,69461150.0,-319.8999999999978,-1.317689121753395,SELL,0.0
2024-11-28,24300.7,24341.85,23879.6,23957.45,13682787025,4128575,40.16303552679764,24110.409999999996,23799.530000000002,23992.7525,24747.392999999996,23983.356387130552,24186.02524224622,-202.66885511566943,-283.6902723979763,81.02141728230686,39.455113714544034,23992.7525,339.94529570560604,24672.64309141121,23312.861908588788,1359.7811828224221,0.4802258109839596,2315905540.0,5.908180100039831,-343.25,-1.412510750719115,462.25,-1.317689121753396,24277.35,2645266675.0,24192.95,1855224075.0,24250.8,3425342600.0,23346.75,284481725.0,23465.3,110957500.0,166.20000000000073,0.6937299253468158,BUY,2.0
2024-11-29,23959.35,24186.8,23947.35,24123.65,41263050,862075,13.615801797928274,24160.44,23851.605,23980.55,24732.496,24004.9400198797,24181.404853931686,-176.46483405198524,-262.2451847287781,85.78035067679286,48.52834415382387,23980.55,330.013060746331,24640.57612149266,23320.523878507338,1320.0522429853227,2.2062966838820652,2239531501.25,0.01842485804596583,164.3000000000029,0.6857448136113998,239.45000000000073,0.6937299253468199,23957.45,13682787025.0,24277.35,2645266675.0,24192.95,1855224075.0,23873.5,1564833050.0,23468.7,183112825.0,151.59999999999854,0.6284289483556532,BUY,2.0
2024-12-02,24048.4,24299.55,24010.85,24275.25,38189675,75625,13.998856750756008,24165.329999999998,23923.170000000002,23982.3875,24719.156000000003,24046.52617066744,24188.356346233046,-141.83017556560662,-238.1621828961438,96.33200733053718,53.327414342790306,23982.3875,331.6232917011226,24645.634083402245,23319.140916597757,1326.4931668044883,3.037615239647539,1213750810.0,0.03146418085603585,226.84999999999854,0.9433059995675328,288.7000000000007,0.6284289483556638,24123.65,41263050.0,23957.45,13682787025.0,24277.35,2645266675.0,24250.8,3425342600.0,23346.75,284481725.0,426.2999999999993,1.7561096178206166,BUY,2.0
2024-12-05,24499.95,24850.65,24326.0,24701.55,85166325,43625,14.572518280510812,24267.05,24046.795,24002.4375,24712.145,24147.299067487835,24226.370690956523,-79.0716234686879,-206.34407101065264,127.27244754196474,60.01659492817512,24002.4375,362.5518779121615,24727.541255824322,23277.333744175678,1450.2075116486449,5.268417620912582,1217751570.0,0.06993735594198412,201.59999999999854,0.8228588221608556,524.6500000000015,1.7561096178206226,24275.25,38189675.0,24123.65,41263050.0,23957.45,13682787025.0,24192.95,1855224075.0,23873.5,1564833050.0,-32.54999999999927,-0.13177310735560835,HOLD,1.0
2024-12-06,24693.55,24740.6,24626.4,24669.0,42181025,1417750,13.570663336513997,24345.38,24166.825,24036.340000000004,24706.488999999998,24227.560749412783,24259.158047181965,-31.59729776918175,-171.39471636235845,139.7974185931767,65.61029536821817,24036.340000000004,391.9330926386109,24820.206185277224,23252.473814722784,1567.7323705544404,5.114471615385596,1217913650.0,0.034633838778307474,-24.549999999999272,-0.09941867410720319,114.19999999999709,-0.13177310735560388,24701.55,85166325.0,24275.25,38189675.0,24123.65,41263050.0,24277.35,2645266675.0,24250.8,3425342600.0,-43.25,-0.17532125339494914,HOLD,1.0
2024-12-09,24649.9,24702.9,24580.6,24625.75,34008300,4758550,14.146822087054966,24479.04,24294.725,24057.72,24692.705,24288.820634118507,24286.313006649965,2.507627468541614,-136.61424759617844,139.12187506472006,70.88258712562015,24057.72,412.35517502321176,24882.430350046423,23233.00964995358,1649.4207000928436,5.478278561255849,1217979658.75,0.027921894881973948,-24.150000000001455,-0.09797199988641518,122.30000000000291,-0.17532125339494442,24669.0,42181025.0,24701.55,85166325.0,24275.25,38189675.0,23957.45,13682787025.0,24192.95,1855224075.0,-5.25,-0.021319147640173394,HOLD,1.0
2024-12-10,24630.9,24674.5,24515.2,24620.5,37923475,999875,14.04285051323957,24578.41,24369.425,24064.05,24678.244,24339.848228869505,24311.067598749967,28.78063011953782,-103.53527205303519,132.315902172573,72.0012442969723,24064.05,420.29851390348284,24904.647027806965,23223.452972193034,1681.1940556139307,3.1289923974281106,1217635535.0,0.03114517760850335,-10.400000000001455,-0.042223386071972416,159.29999999999927,-0.021319147640175284,24625.75,34008300.0,24669.0,42181025.0,24701.55,85166325.0,24123.65,41263050.0,24277.35,2645266675.0,9.0,0.0365549034341301,HOLD,1.0
2024-12-11,24615.05,24688.95,24590.75,24629.5,35848875,346725,13.132921127088212,24649.260000000002,24407.295,24085.795000000002,24663.29,24384.410039812657,24334.65518402775,49.754855784907704,-72.87724648544662,122.63210227035432,75.02902351980057,24085.795000000002,438.27409559364025,24962.343191187283,23209.24680881272,1753.0963823745624,1.5615979679020928,1217372176.25,0.02944775287244454,14.450000000000728,0.05870392300645633,98.20000000000073,0.03655490343412726,24620.5,37923475.0,24625.75,34008300.0,24669.0,42181025.0,24275.25,38189675.0,23957.45,13682787025.0,-90.0,-0.3654154570738342,HOLD,1.0
2024-12-12,24626.15,24672.1,24531.1,24539.5,43685475,184450,12.806172048509994,24616.85,24441.95,24107.252500000002,24645.936999999998,24408.270033687633,24349.828874099767,58.44115958786642,-46.613565270784015,105.05472485865045,72.19458607967506,24107.252500000002,449.8909965860758,25007.034493172156,23207.47050682785,1799.5639863443066,1.432442095734498,1217717013.75,0.03587489909947889,-86.65000000000146,-0.3518617404669485,141.0,-0.3654154570738366,24629.5,35848875.0,24620.5,37923475.0,24625.75,34008300.0,24701.55,85166325.0,24123.65,41263050.0,241.79999999999927,0.9853501497585496,BUY,2.0
2024-12-13,24517.05,24790.05,24196.15,24781.3,169440025,244800,13.400291724190652,24639.309999999998,24492.345,24140.2125,24634.694,24465.65925927415,24381.789698240525,83.86956103362536,-20.516940009902143,104.3865010435275,78.32671840135862,24140.2125,474.5096427046959,25089.231785409393,23191.19321459061,1898.0385708187823,2.075803166325817,1223719483.75,0.13846312594514168,264.25,1.07782135289523,593.8999999999978,0.9853501497585571,24539.5,43685475.0,24629.5,35848875.0,24620.5,37923475.0,24669.0,42181025.0,24275.25,38189675.0,-133.04999999999927,-0.5368967729699381,SELL,0.0
2024-12-16,24737.1,24766.15,24606.45,24648.25,80755775,11900,14.995222516131294,24643.809999999998,24561.425,24180.4775,24618.759,24493.75014246274,24401.527498370855,92.22264409188574,2.0309768104554315,90.19166728143031,68.11475601487066,24180.4775,482.06465619933147,25144.606812398662,23216.34818760134,1928.2586247973231,2.883445441814547,1225174177.5,0.065913709644766,-88.84999999999854,-0.3591771064514375,159.70000000000073,-0.5368967729699414,24781.3,169440025.0,24539.5,43685475.0,24629.5,35848875.0,24625.75,34008300.0,24701.55,85166325.0,-328.90000000000146,-1.3343746513444217,SELL,0.0
2024-12-17,24579.05,24615.55,24310.1,24319.35,130421650,2593100,15.931280448776189,24583.579999999998,24580.995000000003,24216.3,24588.738999999998,24466.919351314627,24395.44027626931,71.47907504531759,15.920596457427862,55.558478587889724,51.639912920743505,24216.3,463.1337816839128,25142.567563367826,23290.032436632173,1852.5351267356527,0.8112371054960467,1228017513.75,0.1062050406770919,-259.7000000000007,-1.0565908771901305,305.4500000000007,-1.3343746513444166,24648.25,80755775.0,24781.3,169440025.0,24539.5,43685475.0,24620.5,37923475.0,24669.0,42181025.0,-104.64999999999782,-0.43031577735423776,HOLD,1.0
2024-12-18,24311.7,24388.3,24153.2,24214.7,150375025,2554650,15.358460199590304,24500.62,24574.94,24249.055,24554.43,24428.116374189303,24382.05210765677,46.0642665325322,21.94933047244873,24.114936060083473,50.50892669115754,24249.055,436.65323858086435,25122.36147716173,23375.748522838272,1746.6129543234565,-0.24943100483001937,1232063207.5,0.1220513883416164,-97.0,-0.39898485091540287,235.09999999999854,-0.43031577735423987,24319.35,130421650.0,24648.25,80755775.0,24781.3,169440025.0,24629.5,35848875.0,24625.75,34008300.0,-252.75,-1.043787451424135,SELL,0.0
